"","individual","environment","y"
"685",130,0.897259803315826,3.16227766016838
"686",130,0.897259803315826,3.16227766016838
"687",130,-1.11407836761322,2.64575131106459
"688",130,-1.11407836761322,3.16227766016838
"2610",130,-1.11407836761322,0
"2611",130,0.897259803315826,3.16227766016838
"2612",130,-1.11407836761322,0
"2613",130,0.897259803315826,3.16227766016838
"771",131,-1.11407836761322,3.87298334620742
"772",131,0.897259803315826,5
"773",131,-1.11407836761322,1
"1040",132,-1.11407836761322,2.23606797749979
"1041",132,0.897259803315826,2.82842712474619
"1042",132,-1.11407836761322,0
"1043",132,0.897259803315826,1.73205080756888
"646",133,0.897259803315826,4.69041575982343
"1248",133,0.897259803315826,3.87298334620742
"2578",133,-1.11407836761322,3.87298334620742
"2579",133,0.897259803315826,1.73205080756888
"2580",133,0.897259803315826,1.73205080756888
"2581",133,-1.11407836761322,2
"1126",134,-1.11407836761322,5
"1127",134,-1.11407836761322,3.87298334620742
"1128",134,0.897259803315826,6.32455532033676
"203",135,0.897259803315826,3.16227766016838
"204",135,-1.11407836761322,2.23606797749979
"904",136,-1.11407836761322,1.73205080756888
"905",136,-1.11407836761322,2.23606797749979
"906",136,0.897259803315826,1.73205080756888
"907",136,0.897259803315826,2.82842712474619
"2514",136,0.897259803315826,2
"2515",136,0.897259803315826,3
"700",137,0.897259803315826,3.16227766016838
"701",137,0.897259803315826,2
"702",137,-1.11407836761322,2.82842712474619
"1012",138,0.897259803315826,0
"1013",138,0.897259803315826,1
"656",139,0.897259803315826,2.64575131106459
"657",139,-1.11407836761322,2.64575131106459
"658",139,0.897259803315826,3.87298334620742
"2588",139,0.897259803315826,3.87298334620742
"2542",140,0.897259803315826,3.16227766016838
"2543",140,-1.11407836761322,2.82842712474619
"2544",140,0.897259803315826,2.82842712474619
"86",141,-1.11407836761322,3
"87",141,0.897259803315826,3.16227766016838
"88",141,0.897259803315826,3
"1274",142,0.897259803315826,3.87298334620742
"1275",142,0.897259803315826,3.87298334620742
"2591",142,0.897259803315826,2.23606797749979
"2592",142,0.897259803315826,6.32455532033676
"2593",142,-1.11407836761322,4.69041575982343
"2594",142,-1.11407836761322,1
"1177",143,-1.11407836761322,2.44948974278318
"1178",143,0.897259803315826,3.16227766016838
"1179",143,-1.11407836761322,2.82842712474619
"1180",143,0.897259803315826,3.16227766016838
"844",144,-1.11407836761322,2.82842712474619
"829",145,-1.11407836761322,3.16227766016838
"830",145,-1.11407836761322,4.47213595499958
"966",146,-1.11407836761322,3.87298334620742
"967",146,0.897259803315826,3.87298334620742
"968",146,0.897259803315826,2
"969",146,-1.11407836761322,3.16227766016838
"719",147,-1.11407836761322,3.16227766016838
"727",148,0.897259803315826,3.46410161513775
"728",148,-1.11407836761322,5.47722557505166
"729",148,-1.11407836761322,2.23606797749979
"742",149,-1.11407836761322,0
"743",149,-1.11407836761322,0
"2453",149,0.897259803315826,2.82842712474619
"757",150,-1.11407836761322,2.23606797749979
"758",150,0.897259803315826,1
"759",150,0.897259803315826,2.82842712474619
"760",150,-1.11407836761322,1
"749",151,-1.11407836761322,1.73205080756888
"750",151,0.897259803315826,2.82842712474619
"751",152,0.897259803315826,3.16227766016838
"752",152,-1.11407836761322,6.32455532033676
"753",152,-1.11407836761322,4.47213595499958
"754",152,0.897259803315826,2.23606797749979
"29",153,-1.11407836761322,0
"30",153,-1.11407836761322,1.73205080756888
"31",153,0.897259803315826,2.82842712474619
"790",154,0.897259803315826,3.16227766016838
"791",154,-1.11407836761322,3.16227766016838
"792",154,0.897259803315826,4.47213595499958
"793",154,0.897259803315826,3.87298334620742
"794",154,-1.11407836761322,2.23606797749979
"2474",154,-1.11407836761322,2.82842712474619
"797",155,-1.11407836761322,1.4142135623731
"798",155,0.897259803315826,2.23606797749979
"141",156,-1.11407836761322,5
"338",156,0.897259803315826,3
"339",156,-1.11407836761322,2.82842712474619
"340",156,0.897259803315826,2.64575131106459
"1636",156,-1.11407836761322,2
"1637",156,-1.11407836761322,4.47213595499958
"1638",156,0.897259803315826,3.60555127546399
"1639",156,0.897259803315826,2.64575131106459
"845",157,0.897259803315826,3.16227766016838
"846",157,0.897259803315826,2.82842712474619
"24",158,-1.11407836761322,3.16227766016838
"25",158,0.897259803315826,2.64575131106459
"26",158,-1.11407836761322,3.16227766016838
"43",158,-1.11407836761322,3.87298334620742
"1369",158,0.897259803315826,3.46410161513775
"1370",158,-1.11407836761322,2.23606797749979
"1371",158,-1.11407836761322,3.87298334620742
"1665",159,0.897259803315826,2.64575131106459
"1666",159,0.897259803315826,2.64575131106459
"27",160,0.897259803315826,3.46410161513775
